1;310001;3;EXW;USSAC;
2;310001;5;EXW;USSAC;
3;310001;9;EXW;USSAC;
4;310003;3;EXW;USSAC;
5;310004;1;FOB;Les Ulis;
6;310004;5;EXW;Ussac;
7;310004;9;EXW;Ussac;
8;310005;1;EXW;;
9;310005;3;EXW;;
10;310005;4;EXW;;
11;310005;5;EXW;;
12;310005;9;EXW;;
13;310006;1;EXW;USSAC;
14;310006;4;EXW;USSAC;
15;310006;5;EXW;USSAC;
16;310006;9;EXW;USSAC;
17;310022;1;EXW;Ussac;
18;310022;3;EXW;Ussac;
19;310022;5;EXW;Ussac;
20;310022;9;EXW;Ussac;
21;310028;3;EXW;Ussac;
22;310028;5;EXW;Ussac;
23;310028;9;EXW;Ussac;
24;310034;3;EXW;Ussac;
25;310034;5;EXW;Ussac;
26;310034;9;EXW;Ussac;
27;310035;3;EXW;USSAC;
28;310035;5;EXW;USSAC;
29;310035;9;EXW;USSAC;
30;310042;1;EXW;USSAC;
31;310042;4;EXW;USSAC;
32;310042;5;EXW;USSAC;
33;310042;9;EXW;USSAC;
34;310051;3;EXW;USSAC;
35;310051;5;EXW;USSAC;
36;310051;9;EXW;USSAC;
37;310052;3;EXW;USSAC;
38;310052;5;EXW;USSAC;
39;310052;9;EXW;USSAC;
40;310053;1;FOB;LE THILLAY;
41;310053;4;FOB;ROISSY;
42;310064;3;EXW;USSAC;
43;310064;5;EXW;USSAC;
44;310064;9;EXW;USSAC;
45;310066;1;FOB;MARSEILLE;
46;310066;4;FCA;ROISSY CDG;
47;310066;5;EXW;USSAC;
48;310066;9;EXW;USSAC;
49;310067;1;EXW;Ussac;
50;310067;3;EXW;Ussac;
51;310067;4;EXW;Ussac;
52;310067;5;EXW;Ussac;
53;310067;9;EXW;Ussac;
54;310068;1;FOB;LE HAVRE;
55;310068;4;FOB;ROISSY;
56;310068;9;EXW;USSAC;
57;310073;1;FCA;LE HAVRE;
58;310073;5;EXW;Ussac;
59;310073;9;EXW;Ussac;
60;310074;3;FCA;AULNAY ;
61;310074;9;EXW;USSAC;
62;310075;5;EXW;USSAC;
63;310076;3;FCA;LOGNES;
64;310076;5;EXW;USSAC;
65;310076;9;EXW;USSAC;
66;310077;1;FOB;MARSEILLE;
67;310080;1;FCA;;
68;310080;4;FCA;ROISSY;
69;310083;1;EXW;USSAC;
70;310083;4;EXW;USSAC;
71;310083;5;EXW;USSAC;
72;310083;9;EXW;USSAC;
73;310085;3;EXW;USSAC;
74;310085;4;EXW;USSAC;
75;310085;5;EXW;USSAC;
76;310085;9;EXW;USSAC;
77;310086;1;EXW;USSAC - MEYSSAC;
78;310086;4;EXW;USSAC - MEYSSAC;
79;310086;9;EXW;USSAC;
80;310095;1;EXW;USSAC;
81;310095;3;EXW;USSAC;
82;310095;4;EXW;USSAC;
83;310095;5;EXW;USSAC;
84;310095;9;EXW;USSAC;
85;310104;3;EXW;USSAC;
86;310104;5;EXW;USSAC;
87;310104;9;EXW;USSAC;
88;310108;3;EXW;USSAC;
89;310108;5;EXW;USSAC;
90;310108;9;EXW;USSAC;
91;310110;3;EXW;USSAC;
92;310110;4;EXW;USSAC;
93;310110;5;EXW;USSAC;
94;310110;9;EXW;USSAC;
95;310111;3;EXW;USSAC;
96;310111;4;EXW;USSAC;
97;310111;5;EXW;USSAC;
98;310111;9;EXW;;
99;310113;1;FOB;Les Ulis;
100;310113;5;EXW;Ussac;
101;310113;9;EXW;Ussac;
102;310119;3;EXW;USSAC;
103;310119;5;EXW;USSAC;
104;310119;9;EXW;USSAC;
105;310125;1;EXW;USSAC;
106;310125;3;EXW;USSAC;
107;310125;4;EXW;USSAC;
108;310125;5;EXW;USSAC;
109;310125;9;EXW;USSAC;
110;310134;3;EXW;USSAC;
111;310134;4;EXW;USSAC;
112;310134;5;EXW;USSAC;
113;310134;9;EXW;USSAC;
114;310136;3;EXW;USSAC;
115;310136;4;EXW;USSAC;
116;310136;5;EXW;USSAC;
117;310136;9;EXW;USSAC;
118;310141;3;EXW;Ussac;
119;310141;5;EXW;Ussac;
120;310141;9;EXW;Ussac;
121;310142;1;EXW;USSAC;
122;310142;5;EXW;Ussac;
123;310142;9;EXW;Ussac;
124;310145;3;EXW;USSAC;
125;310145;5;EXW;USSAC;
126;310145;9;EXW;USSAC;
127;310146;3;EXW;USSAC;
128;310146;5;EXW;USSAC;
129;310146;9;EXW;USSAC;
130;310156;3;EXW;USSAC;
131;310156;5;EXW;USSAC;
132;310156;9;EXW;USSAC;
133;310160;1;EXW;USSAC;
134;310160;3;EXW;USSAC;
135;310160;4;EXW;USSAC;
136;310160;5;EXW;USSAC;
137;310160;9;EXW;USSAC;
138;310164;1;EXW;USSAC;
139;310164;3;EXW;USSAC;
140;310164;4;EXW;USSAC;
141;310164;5;EXW;USSAC;
142;310164;9;EXW;USSAC;
143;310165;1;EXW;USSAC;
144;310165;4;EXW;USSAC;
145;310165;5;EXW;USSAC;
146;310165;9;EXW;USSAC;
147;310170;3;EXW;USSAC;
148;310170;4;EXW;USSAC;
149;310170;5;EXW;USSAC;
150;310170;9;EXW;USSAC;
151;310171;3;EXW;USSAC;
152;310171;4;EXW;USSAC;
153;310171;9;EXW;USSAC;
154;310172;3;EXW;USSAC;
155;310172;4;EXW;USSAC;
156;310172;5;EXW;USSAC;
157;310172;9;EXW;USSAC;
158;310178;1;EXW;USSAC;
159;310178;3;EXW;USSAC;
160;310178;4;EXW;USSAC;
161;310178;5;EXW;USSAC;
162;310178;9;EXW;USSAC;
163;310182;3;EXW;USSAC;
164;310182;4;EXW;USSAC;
165;310182;5;EXW;USSAC;
166;310182;9;EXW;USSAC;
167;310189;3;EXW;;
168;310189;4;EXW;;
169;310189;5;EXW;;
170;310189;9;EXW;;
171;310191;1;FOB;MARSEILLE;
172;310191;3;EXW;USSAC;
173;310191;4;EXW;USSAC;
174;310191;5;EXW;USSAC;
175;310191;9;EXW;USSAC;
176;310194;4;EXW;Ussac;
177;310195;3;EXW;USSAC;
178;310195;4;EXW;USSAC;
179;310195;5;EXW;USSAC;
180;310195;9;EXW;USSAC;
181;310197;1;EXW;USSAC;
182;310197;3;EXW;USSAC;
183;310197;4;EXW;USSAC;
184;310197;5;EXW;USSAC;
185;310197;9;EXW;USSAC;
186;310198;1;EXW;USSAC;
187;310198;4;EXW;USSAC;
188;310198;5;EXW;USSAC;
189;310198;9;EXW;USSAC;
190;310199;1;EXW;USSAC;
191;310199;4;EXW;USSAC;
192;310199;5;EXW;USSAC;
193;310199;9;EXW;USSAC;
194;310201;3;EXW;USSAC;
195;310201;5;EXW;USSAC;
196;310201;9;EXW;USSAC;
197;310207;3;EXW;;
198;310207;5;EXW;;
199;310207;9;EXW;;
200;310208;3;EXW;USSAC;
201;310208;5;EXW;USSAC;
202;310208;9;EXW;USSAC;
203;310209;1;EXW;USSAC;
204;310209;4;EXW;USSAC;
205;310209;9;EXW;USSAC;
206;310211;1;EXW;USSAC;
207;310211;4;EXW;USSAC;
208;310211;5;EXW;USSAC;
209;310211;9;EXW;USSAC;
210;310212;3;EXW;USSAC;
211;310212;4;EXW;USSAC;
212;310212;5;EXW;USSAC;
213;310212;9;EXW;USSAC;
214;310213;1;EXW;Ussac;
215;310213;4;EXW;Ussac;
216;310213;5;EXW;Ussac;
217;310213;9;EXW;Ussac;
218;310215;1;EXW;USSAC;
219;310215;3;EXW;USSAC;
220;310215;4;EXW;USSAC;
221;310215;5;EXW;USSAC;
222;310215;9;EXW;USSAC;
223;310216;1;EXW;USSAC;
224;310216;3;EXW;USSAC;
225;310216;4;EXW;USSAC;
226;310216;5;EXW;USSAC;
227;310216;9;EXW;USSAC;
228;310217;4;EXW;USSAC;
229;310217;9;EXW;USSAC;
230;310223;1;EXW;USSAC;
231;310223;3;EXW;USSAC;
232;310223;4;EXW;USSAC;
233;310223;9;EXW;USSAC;
234;310225;1;EXW;USSAC;
235;310225;3;EXW;USSAC;
236;310225;4;EXW;USSAC;
237;310225;5;EXW;USSAC;
238;310225;9;EXW;USSAC;
239;310227;1;EXW;USSAC;
240;310227;3;EXW;USSAC;
241;310227;4;EXW;USSAC;
242;310227;5;EXW;USSAC;
243;310227;9;EXW;USSAC;
244;310228;3;EXW;USSAC;
245;310228;4;EXW;USSAC;
246;310228;5;EXW;USSAC;
247;310228;9;EXW;USSAC;
248;310230;1;EXW;USSAC;
249;310230;3;EXW;USSAC;
250;310230;4;EXW;USSAC;
251;310230;5;EXW;USSAC;
252;310230;9;EXW;USSAC;
253;310231;1;EXW;USSAC;
254;310231;3;EXW;USSAC;
255;310231;4;EXW;USSAC;
256;310231;5;EXW;USSAC;
257;310231;9;EXW;USSAC;
258;310232;1;EXW;USSAC;
259;310232;3;EXW;USSAC;
260;310232;4;EXW;USSAC;
261;310232;5;EXW;USSAC;
262;310232;9;EXW;USSAC;
263;310235;1;EXW;USSAC;
264;310235;3;EXW;USSAC;
265;310235;4;EXW;USSAC;
266;310235;5;EXW;USSAC;
267;310235;9;EXW;USSAC;
268;310236;1;EXW;USSAC;
269;310236;4;EXW;USSAC;
270;310236;5;EXW;USSAC;
271;310236;9;EXW;USSAC;
272;310237;1;EXW;USSAC;
273;310237;3;EXW;USSAC;
274;310237;4;EXW;USSAC;
275;310237;5;EXW;USSAC;
276;310237;9;EXW;USSAC;
277;310238;1;CIF;VICTORIA;
278;310238;4;CIF;VICTORIA;
279;310238;5;CIF;VICTORIA;
280;310238;9;CIF;VICTORIA;
281;310239;4;EXW;USSAC;
282;310239;5;EXW;USSAC;
283;310239;9;EXW;USSAC;
284;310240;1;EXW;USSAC;
285;310240;4;EXW;USSAC;
286;310240;5;EXW;USSAC;
287;310240;9;EXW;USSAC;
288;310241;4;EXW;DHL EXPRESS;
289;310242;3;EXW;USSAC;
290;310242;5;EXW;USSAC;
291;310242;9;EXW;USSAC;
292;310243;3;EXW;USSAC;
293;310243;4;EXW;USSAC;
294;310243;5;EXW;USSAC;
295;310243;9;EXW;USSAC;
296;310245;1;FCA;USSAC;
297;310245;3;FCA;USSAC;
298;310245;4;FCA;USSAC;
299;310245;5;EXW;USSAC;
300;310245;9;EXW;USSAC;
301;310246;3;EXW;Ussac;
302;310246;5;EXW;Ussac;
303;310246;9;EXW;Ussac;
304;310247;1;EXW;USSAC;
305;310247;4;EXW;USSAC;
306;310248;1;EXW;USSAC;
307;310248;4;EXW;USSAC;
308;310248;5;EXW;USSAC;
309;310249;3;EXW;USSAC;
310;310249;4;EXW;USSAC;
311;310249;5;EXW;USSAC;
312;310249;9;EXW;USSAC;
313;310250;3;FCA;USSAC;
314;310250;4;FCA;USSAC;
315;310250;9;FCA;USSAC;
316;310254;3;EXW;USSAC;
317;310254;4;EXW;USSAC;
318;310255;3;EXW;USSAC;
319;310255;4;EXW;USSAC;
320;310255;5;EXW;USSAC;
321;310255;9;EXW;USSAC;
322;310257;3;FCA;Gonesse;
323;310258;4;EXW;USSAC;
324;310259;3;EXW;USSAC;
325;310259;4;EXW;USSAC;
326;310260;1;EXW;USSAC;
327;310260;4;EXW;USSAC;
328;310260;5;EXW;USSAC;
329;310260;9;EXW;USSAC;
330;310261;3;EXW;USSAC;
331;310261;4;EXW;USSAC;
332;310261;9;EXW;USSAC;
333;310262;1;EXW;USSAC;
334;310262;4;EXW;USSAC;
335;310262;9;EXW;USSAC;
336;310263;1;EXW;USSAC;
337;310263;3;EXW;USSAC;
338;310263;4;EXW;USSAC;
339;310263;5;EXW;USSAC;
340;310263;9;EXW;USSAC;
341;310265;1;EXW;USSAC;
342;310265;3;EXW;USSAC;
343;310265;4;EXW;USSAC;
344;310265;5;EXW;USSAC;
345;310265;9;EXW;USSAC;
346;310267;1;EXW;USSAC;
347;310267;3;EXW;USSAC;
348;310267;4;EXW;USSAC;
349;310267;5;EXW;USSAC;
350;310267;9;EXW;USSAC;
351;310268;1;EXW;USSAC;
352;310268;4;EXW;USSAC;
353;310268;9;EXW;USSAC;
354;310269;1;EXW;USSAC;
355;310269;5;EXW;USSAC;
356;310269;9;EXW;USSAC;
357;310270;1;EXW;USSAC;
358;310270;4;EXW;USSAC;
359;310270;9;EXW;USSAC;
